割破,其他（負）
沒有等太久,其他（正）
取代,其他（負）
罪嫌不足,其他（負）
淚水早已停不住,難過
動彈不得,害怕
不做了,難過
死纏爛打,其他（負）
猖狂,難過
操你媽,生氣
鐵齒,其他（負）
不會好到哪去,難過
舒暢,高興
騙我,生氣
沒種,難過
馬的咧,生氣
回到,高興
不再牽我的手,其他（負）
深呼一口氣,害怕
個性好,其他（正）
惡魔,其他（負）
你以為,其他（負）
見鬼,害怕
錢潮,其他（正）
完全恢復,其他（正）
命喪火場,害怕
沒禮貌,生氣
衛冕者,其他（正）
參觀,其他（正）
粉刺,其他（負）
有夠胖,其他（負）
全神貫注,其他（正）
要命,難過
罪嫌,其他（負）
差一點,其他（負）
有看沒有懂,生氣
振作,其他（正）
真正理解到,其他（負）
急急忙忙,害怕
態度囂張,難過
難道,其他（負）
沒睡好,難過
竊,生氣
經濟狀況不好,害怕
翻白眼,其他（負）
搶購,高興
蠻難過,難過
溫度,其他（正）
本來還好好的,驚訝
申訴,生氣
緊急控制,生氣
未來的日子,其他（正）
錯過太多,難過
燙傷,難過
能夠正常,其他（正）
好殘忍,難過
妳好不好,難過
睡飽,其他（正）
士氣,其他（正）
一起吃,其他（正）
安息,其他（正）
笑容,高興
搭訕,其他（正）
不動聲色,其他（負）
忍著,其他（正）
讚不絕口,其他（正）
有利可圖,難過
否認,生氣
爆裂聲,害怕
討公道,難過
阿哩不達,其他（負）
憤慨,難過
等不及,害怕
營救,生氣
噗哈,高興
灰色鏈條,其他（負）
在天上看到,難過
寬限,其他（正）
姓邱的,生氣
夠嗆,其他（負）
抓交替,害怕
凶嫌,其他（負）
監獄,其他（負）
瀕臨破表,難過
產生病變,生氣
趕去,害怕
斯文,其他（正）
奇怪的訊息,害怕
遇到你,其他（正）
暈頭轉向,其他（負）
斥罵,難過
反省,其他（負）
妻離子散,害怕
好幸運,高興
不妥,難過
銳利邊緣,生氣
轟趴,其他（負）
撒野,難過
案牘勞形,難過
打點王,高興
好期待,其他（正）
最大的遺憾,害怕
十分震驚,驚訝
慢半拍,難過
焚毀,害怕
執意如此,生氣
又怎麼樣,生氣
被傷過,難過
皮疹,生氣
哭出來,難過
竄火舌,害怕
耗費,其他（負）
按表操課,其他（正）
一絆,其他（負）
無法舉證,其他（負）
趕到,害怕
推辭,其他（負）
任人欺,難過
愛車,其他（正）
離奇,驚訝
哭泣,難過
上任,其他（正）
無動於衷,其他（負）
耶穌,害怕
開開心心,高興
走了之後,害怕
騙幼齒,其他（負）
不想等,其他（負）
不可或缺,其他（正）
哪天你終於,其他（正）
暴增,其他（負）
淪為,害怕
看不清,其他（負）
謝謝上天,高興
不該開始,其他（負）
一生致力於,高興
完全不知,其他（負）
義氣,其他（正）
無法無天,難過
憤,生氣
壓倒,其他（負）
發毛,生氣
蓮花指,其他（負）
瞞天過海,其他（負）
佩服,其他（正）
球迷,其他（正）
最後一天,其他（負）
看醫生,害怕
哭求,害怕
應有盡有,其他（正）
硬開,生氣
喜獲,高興
膽怯,害怕
碎念,生氣
無傷大雅,其他（負）
奢求,難過
別有洞天,其他（正）
蓋布袋,害怕
子宮內膜沾黏,難過
被人,其他（負）
插管,害怕
檢查門鎖,害怕
放水,難過
暫時借來的,難過
不抱什麼期待,其他（負）
漏陷,其他（負）
脫線,其他（負）
貢獻,高興
小天使,其他（正）
管你什麼,生氣
陰了一點,其他（負）
不積極,生氣
救救我,生氣
雖然,其他（負）
超酷,其他（正）
竄出濃煙,害怕
光毒性,生氣
快快好,其他（正）
瞬息萬變,驚訝
不跟別人比較,其他（正）
什麼也不是,生氣
一句話都說不出來,害怕
病毒陽性,生氣
工作認真,高興
執著,其他（負）
要花錢,其他（負）
私人會館,其他（正）
靈前上香,害怕
侵佔,生氣
敬重,其他（正）
夠寬,其他（正）
非常有力,其他（正）
餓到肚子,其他（負）
鬧離婚,難過
睜得很大,驚訝
腎上腺素,害怕
沉迷,其他（負）
回復,其他（正）
無法控制,生氣
背脊一陣涼,生氣
別在這,生氣
想像,其他（正）
感覺變很淡,難過
冒火花,害怕
邏輯對嗎,生氣
拒絕拆遷,生氣
電流竄過,其他（正）
割痕,害怕
真開心,高興
超過,其他（負）
領獎,高興
亂吃,其他（負）
我們之間有一些不,其他（負）
牽女兒手,高興
枉死,害怕
